slide_id,pos_x,pos_y,on_bg,on_blur,on_dist,patch_lvl,patch_size
001_ABC,79363,200115,0.53509521484375,66.41710980026983,23.56966145833333,0,256
001_ABC,79363,200371,0.9918212890625,95.33843967225404,59.85967000325521,0,256
001_ABC,79619,198835,0.776092529296875,100.40067835128866,42.70593770345052,0,256
001_ABC,79619,199091,0.810699462890625,95.2655124196317,45.26243591308594,0,256
001_ABC,79619,199347,0.965301513671875,97.98868465423584,55.19009399414063,0,256
001_ABC,79619,199603,0.9151153564453124,138.29739981121384,38.340423583984375,0,256
001_ABC,79619,199859,0.8623199462890625,101.66178324446082,38.50161743164063,0,256
001_ABC,79619,200115,0.8450164794921875,86.37549966550432,35.8761240641276,0,256
001_ABC,79619,200371,0.9181976318359376,78.61927812895738,36.806488037109375,0,256
001_ABC,79875,198323,0.7197418212890625,62.34058583690785,50.85143025716146,0,256
001_ABC,79875,198579,0.9908294677734376,84.90362691041082,44.84452819824219,0,256
001_ABC,79875,198835,0.993865966796875,71.27623201697133,72.5213623046875,0,256
001_ABC,79875,199091,0.9899444580078124,68.10210372484289,58.93152872721354,0,256
001_ABC,79875,199347,0.997772216796875,92.01553753670304,66.36351013183594,0,256
001_ABC,79875,199603,1.0,114.1818900553044,47.47319539388021,0,256
001_ABC,79875,199859,0.9942474365234376,109.2562492452562,43.88776652018229,0,256
001_ABC,79875,200115,0.791961669921875,83.64875441766344,29.14159647623698,0,256
001_ABC,79875,200371,0.98541259765625,92.41204497125,35.10395304361979,0,256
001_ABC,80131,197811,0.6334686279296875,67.08728816732764,24.274439493815105,0,256
001_ABC,80131,198067,0.95123291015625,68.65589812374674,34.270426432291664,0,256
001_ABC,80131,198323,0.9991455078125,65.54779333528131,41.5057118733724,0,256
001_ABC,80131,198579,0.946502685546875,78.18688569380902,44.77066040039063,0,256
001_ABC,80131,198835,0.736663818359375,78.9046130774077,34.11492919921875,0,256
001_ABC,80131,199091,0.8845367431640625,99.87327444716357,52.63397725423177,0,256
001_ABC,80131,199347,0.9993743896484376,113.9072163021192,47.75592041015625,0,256
001_ABC,80131,199603,0.99273681640625,110.86319231591187,35.91954040527344,0,256
001_ABC,80131,199859,0.9958953857421876,121.28786946437322,36.490814208984375,0,256
001_ABC,80131,200115,0.9878387451171876,103.70676432549952,45.07501220703125,0,256
001_ABC,80131,200371,0.911895751953125,93.47043937421404,33.501068115234375,0,256
001_ABC,80387,197811,1.0,60.05502313375473,57.33533732096354,0,256
001_ABC,80387,198067,0.9996337890625,95.2384719417896,40.3893076578776,0,256
001_ABC,80387,198323,0.964447021484375,94.48327751248144,48.47065734863281,0,256
001_ABC,80387,198579,0.676177978515625,81.41551614715718,29.27887471516927,0,256
001_ABC,80387,198835,0.6514129638671875,68.476591527462,47.70258076985677,0,256
