slide_id,pos_x,pos_y,on_bg,on_blur,on_dist,patch_lvl,patch_size
001_DEF,5504,187951,0.98382568359375,95.29864060482942,36.3043212890625,0,256
001_DEF,5504,188207,0.508575439453125,66.53730713366531,20.92250061035156,0,256
001_DEF,5504,188463,0.64093017578125,72.80694408691488,23.269312540690105,0,256
001_DEF,5504,188719,0.98443603515625,79.00561502482742,30.69673156738281,0,256
001_DEF,5504,188975,0.747589111328125,59.0002219134476,27.33778381347656,0,256
001_DEF,5760,187951,0.9991607666015624,92.29871780774556,34.21477254231771,0,256
001_DEF,5760,188207,0.96697998046875,87.94905652455054,30.392562866210938,0,256
001_DEF,5760,188463,0.5660247802734375,76.5872793160379,21.134440104166668,0,256
001_DEF,5760,188719,0.73712158203125,77.25656619574875,23.46934509277344,0,256
001_DEF,5760,188975,0.73077392578125,59.991208530031145,32.31815083821615,0,256
001_DEF,6016,187951,0.9952545166015624,84.24247741117142,32.206868489583336,0,256
001_DEF,6016,188207,0.987701416015625,91.80138247366996,27.933517456054688,0,256
001_DEF,6016,188463,0.515167236328125,70.16213519778103,15.801325480143229,0,256
001_DEF,6016,188719,0.51104736328125,71.87329290807247,19.34043884277344,0,256
001_DEF,6016,188975,0.89691162109375,66.53560335095972,27.076833089192707,0,256
001_DEF,6272,187695,1.0,54.19107545702718,29.040822347005207,0,256
001_DEF,6272,187951,0.9950103759765624,58.67301437794231,28.11326090494792,0,256
001_DEF,6272,188207,0.994598388671875,71.86841691262089,29.39647420247396,0,256
001_DEF,6272,188463,0.96832275390625,67.9327748583164,26.26464335123698,0,256
001_DEF,6272,188719,0.67767333984375,65.5169906464871,20.176523844401043,0,256
001_DEF,6272,188975,0.9701690673828124,66.1954996639397,30.359893798828125,0,256
001_DEF,6528,187695,0.9996490478515624,61.00534891313873,27.31443277994792,0,256
001_DEF,6528,187951,1.0,57.61854320182465,28.61785380045573,0,256
001_DEF,6528,188207,0.99725341796875,65.17749025649391,29.442642211914062,0,256
001_DEF,6528,188463,0.98040771484375,68.86101028486155,27.834818522135414,0,256
001_DEF,6528,188719,0.92303466796875,70.16422937810421,22.964457194010414,0,256
001_DEF,6528,188975,0.8810577392578125,64.52790800645016,26.132466634114586,0,256
001_DEF,6528,189231,0.588958740234375,59.75279014464468,24.27303059895833,0,256
001_DEF,6784,187695,0.9887542724609376,64.47855360410176,26.021677652994796,0,256
001_DEF,6784,187951,0.9869537353515624,64.47468660771847,25.86190795898437,0,256
001_DEF,6784,188207,0.9915313720703124,61.9993736660108,26.476353963216145,0,256
001_DEF,6784,188463,0.9494476318359376,70.53129748231731,24.82971700032552,0,256
001_DEF,6784,188719,0.9157257080078124,69.5391176007688,26.113265991210938,0,256
001_DEF,6784,188975,0.9743194580078124,73.78596672951244,27.558725992838543,0,256
001_DEF,6784,189231,0.9761810302734376,69.64877885743044,30.096872965494796,0,256
001_DEF,7040,187695,0.7140960693359375,61.184993252158165,26.169301350911457,0,256
001_DEF,7040,187951,0.89068603515625,61.31653776927851,23.296671549479168,0,256
001_DEF,7040,188207,0.9465179443359376,67.31869113608263,23.0499267578125,0,256
001_DEF,7040,188463,0.9482269287109376,71.50706754624844,27.488199869791668,0,256
001_DEF,7040,188719,0.90338134765625,69.22625206410885,20.8890380859375,0,256
001_DEF,7296,187695,0.9910888671875,65.33285730239004,26.641082763671875,0,256
001_DEF,7296,187951,0.322540283203125,53.53348898887634,15.961893717447916,0,256
001_DEF,7296,188207,0.5894317626953125,61.7791264494881,25.695343017578125,0,256
001_DEF,7296,188463,0.8532867431640625,70.66976547241211,31.17684936523437,0,256
001_DEF,7296,188719,0.9376983642578124,75.13661935343407,24.564697265625,0,256
001_DEF,7552,187439,0.9149322509765624,71.12131550139748,24.271443684895832,0,256
001_DEF,7552,187695,0.969635009765625,66.66158474027179,25.258310953776043,0,256
001_DEF,7552,187951,0.9161834716796876,66.93577109253965,33.375406901041664,0,256
001_DEF,7552,188207,0.996978759765625,69.33265639003366,28.573038736979168,0,256
001_DEF,7552,188463,0.9925689697265624,75.66938002011739,31.148488362630207,0,256
001_DEF,7552,188719,0.923675537109375,74.28725355770439,22.433207194010414,0,256
001_DEF,7808,187439,0.9228363037109376,72.03000549017452,23.57634989420573,0,256
001_DEF,7808,187695,0.9461669921875,73.4776886664331,24.692642211914062,0,256
001_DEF,7808,187951,0.975677490234375,72.24145388230681,26.42627461751302,0,256
001_DEF,7808,188207,0.972991943359375,74.54692426673137,28.894602457682293,0,256
001_DEF,7808,188463,0.9193878173828124,76.03354970715009,39.19317626953125,0,256
001_DEF,7808,188719,0.947479248046875,74.63096630200744,24.3743896484375,0,256
001_DEF,8064,187439,0.97686767578125,70.19124842341989,25.552881876627605,0,256
001_DEF,8064,187695,0.8892669677734375,68.51629273383878,21.069666544596355,0,256
001_DEF,8064,187951,0.97271728515625,64.43363896734081,22.7928466796875,0,256
001_DEF,8064,188207,0.9914703369140624,68.55517900898121,25.143295288085938,0,256
001_DEF,8064,188463,0.8654022216796875,70.61645172536373,20.707275390625,0,256
001_DEF,8064,188719,0.909637451171875,77.98783042933792,23.38291931152344,0,256
001_DEF,8064,188975,0.9796295166015624,68.86604011780582,24.829020182291668,0,256
001_DEF,8320,187439,0.8891143798828125,65.62237273808569,22.377736409505207,0,256
001_DEF,8320,187695,0.8715667724609375,64.24328876193613,23.05565897623698,0,256
001_DEF,8320,187951,0.942108154296875,60.98415744211525,21.5888671875,0,256
001_DEF,8320,188207,0.9628753662109376,64.93789740558714,24.9742431640625,0,256
001_DEF,8320,188463,0.766571044921875,63.01296882983297,21.070480346679688,0,256
001_DEF,8320,188719,0.773284912109375,71.06267295684665,22.142466227213543,0,256
001_DEF,8320,188975,0.9708251953125,61.67279510363005,23.914962768554688,0,256
001_DEF,8320,189231,0.3041229248046875,43.69140557106584,13.232111612955729,0,256
001_DEF,8576,187439,0.9396514892578124,66.46166923618875,24.542978922526043,0,256
001_DEF,8576,187695,0.90350341796875,72.3261067867279,33.92200215657552,0,256
001_DEF,8576,187951,0.9699249267578124,80.23964716400951,36.456461588541664,0,256
001_DEF,8576,188207,0.9726715087890624,77.98864435777068,32.71692403157552,0,256
001_DEF,8576,188463,0.96087646484375,84.62406484386884,32.166656494140625,0,256
001_DEF,8576,188719,0.82080078125,82.16253337915987,25.92784118652344,0,256
001_DEF,8576,188975,0.9728240966796876,68.21222946583293,25.67722574869792,0,256
001_DEF,8576,189231,0.2820281982421875,42.51359086646698,12.257619222005207,0,256
001_DEF,8832,187439,0.8846435546875,77.47447356209159,23.36092122395833,0,256
001_DEF,8832,187695,0.924285888671875,73.60204994305968,23.35381571451823,0,256
001_DEF,8832,187951,0.8625640869140625,75.20685012615286,32.375590006510414,0,256
001_DEF,8832,188207,0.9722747802734376,78.69140556431375,38.32707722981771,0,256
001_DEF,8832,188463,0.968017578125,88.95175775047392,31.72039286295573,0,256
001_DEF,8832,188719,0.864990234375,75.44373047887348,25.497731526692707,0,256
001_DEF,8832,188975,0.9553680419921876,70.7307471295353,22.355499267578125,0,256
001_DEF,8832,189231,0.6059112548828125,60.02291335328482,16.844767252604168,0,256
001_DEF,9088,187439,0.8175048828125,80.92799969925545,32.870442708333336,0,256
001_DEF,9088,187695,0.81878662109375,76.92841409868561,29.931264241536457,0,256
001_DEF,9088,187951,0.8143768310546875,71.14361572265625,26.19163004557292,0,256
001_DEF,9088,188207,0.9900054931640624,90.41339708771557,29.38728841145833,0,256
001_DEF,9088,188463,0.9426422119140624,89.73803305625916,29.974639892578125,0,256
001_DEF,9088,188719,0.934234619140625,84.28989454731345,28.913950602213543,0,256
001_DEF,9088,188975,0.9470367431640624,81.92945003509521,24.985992431640625,0,256
001_DEF,9088,189231,0.9101409912109376,75.91029055207036,24.937840779622395,0,256
001_DEF,9344,187183,0.637603759765625,68.21911749406718,24.984471638997395,0,256
001_DEF,9344,187439,0.849884033203125,82.1196883523371,29.49768575032552,0,256
001_DEF,9344,187695,0.8595428466796875,76.47281612805091,37.05058797200521,0,256
001_DEF,9344,187951,0.275787353515625,50.99021614319645,17.445714314778645,0,256
001_DEF,9344,188207,0.9289703369140624,79.13757118489593,39.25806681315104,0,256
001_DEF,9344,188463,0.9406280517578124,93.88349189981818,25.121841430664062,0,256
001_DEF,9344,188719,0.9457550048828124,93.46939065959305,23.07505798339844,0,256
001_DEF,9344,188975,0.9672698974609376,95.34107898827642,27.00951639811198,0,256
001_DEF,9344,189231,0.928192138671875,82.72952871746384,25.612213134765625,0,256
001_DEF,9344,189487,0.7644805908203125,83.33164756651968,24.09014892578125,0,256
001_DEF,9344,189743,0.681365966796875,70.37556956615299,20.46579996744792,0,256
001_DEF,9600,186927,0.8904876708984375,99.65552919893526,26.88754272460937,0,256
001_DEF,9600,187183,0.9355926513671876,88.57134758285247,31.235265096028645,0,256
001_DEF,9600,187439,0.8953094482421875,93.74287258088587,24.41802978515625,0,256
001_DEF,9600,187695,0.9347381591796876,105.40324707864784,25.819920857747395,0,256
001_DEF,9600,187951,0.9238128662109376,94.86204424290918,28.525828043619796,0,256
001_DEF,9600,188207,0.962799072265625,93.48468945827337,29.268346150716145,0,256
001_DEF,9600,188463,0.99267578125,100.14763666596264,30.225931803385414,0,256
001_DEF,9600,188719,0.998016357421875,90.19597969925962,28.32421366373698,0,256
001_DEF,9600,188975,0.9933013916015624,100.8226399642881,27.3468017578125,0,256
001_DEF,9600,189231,0.9855194091796876,87.54270768514834,26.71184794108073,0,256
001_DEF,9600,189487,0.8555450439453125,83.55795540637337,24.8826904296875,0,256
001_DEF,9600,189743,0.8336639404296875,83.52824373333715,24.576121012369796,0,256
001_DEF,9856,186927,0.9843597412109376,90.73774931929074,28.586471557617188,0,256
001_DEF,9856,187183,0.956787109375,87.70830021216534,25.54270426432292,0,256
